stage,question,responses,total_entries,response_rate
39_uninitialized," Eat fresh, balanced meals every day that have lots of fruits and vegetables 🥗.",0,4,0.0
26_visit_reminder_no_transport," I understand 😌 If you can, call the clinic and ask a health worker for advice. They may be able to help you 👩🏽‍⚕️ You can also travel to the clinic with other pregnant women. You will have company and transport may be cheaper 🚎",0,4,0.0
16_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,4,0.0
39_rmc_survey_unfriendly_q4e," OK, please tell me what happened 💬",3,4,75.0
37_ask_baby_born_month,No Question,0,4,0.0
21_uninitialized," Are you experiencing any of these symptoms?

⏰ Frequent and urgent need to pass urine (more than normal)
😣 Pain when passing urine
🔺 Urine that looks cloudy, bloody or is very smelly

{{Yes}}
{{No}}",4,4,100.0
21_rmc_survey_unfriendly_q4e," OK, please tell me what happened 💬",2,4,50.0
28_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,4,0.0
39_explainer_2," Do you want to continue?
{{Yes}}",4,4,100.0
36_ask_baby_born_day,No Question,0,4,0.0
39_end_convo,No Question,0,4,0.0
39_end_conversation,No Question,0,4,0.0
39_explainer_1," Foods rich in *calcium* and *iron* help your baby grow strong bones and keep you healthy during pregnancy. For example, dairy products 🥛, leafy green vegetables 🥦, masoor dal (lentils) 🍛, and fish 🐟.",0,4,0.0
28_explainer_1," In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.
 If you have any concerns about IFA pills, or if your symptoms continue, let your ASHA or doctor know.

They will be able to provide you with accurate and appropriate information 📝.",0,4,0.0
36_uninitialized," Your breast milk is the best nutrition for your baby! Feed your baby your precious breast milk as soon as they are born.  Do you plan to breastfeed your baby?

{{Yes}}
{{No}}",2,4,50.0
18_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",3,4,75.0
39_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",4,4,100.0
39_explainer_4," If you choose to fast, let your health worker know. They can give you advice on getting the nutrition you need 👩🏽‍⚕️.",0,4,0.0
27_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,4,0.0
27_location_incorrect,No Question,0,4,0.0
28_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,4,0.0
39_explainer_3," In general, fasting is not recommended during pregnancy 🤰🏽.",0,4,0.0
37_ask_baby_born_day,No Question,0,4,0.0
34_visit_reminder_no_companion, I understand 😌 You can also travel to the clinic with other pregnant women. You will have company and transport may be cheaper 🚎,0,4,0.0
22_language_changed_end_conversation, Thank you for using the help menu.,0,4,0.0
22_end_convo,No Question,0,4,0.0
29_change_language,No Question,4,4,100.0
13_explainer_1," In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.
 If you have any concerns about IFA pills, or if your symptoms continue, let your ASHA or doctor know.

They will be able to provide you with accurate and appropriate information 📝.",0,4,0.0
29_india_anc_check,No Question,4,4,100.0
29_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",4,4,100.0
16_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,4,0.0
28_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,4,0.0
36_ask_baby_born_month,No Question,0,4,0.0
20_visit_reminder_no_transport," I understand 😌 If you can, call the clinic and ask a health worker for advice. They may be able to help you 👩🏽‍⚕️ You can also travel to the clinic with other pregnant women. You will have company and transport may be cheaper 🚎",0,4,0.0
41_uninitialized," As your belly grows, it may be harder to find a comfortable position to sleep in 💤. Try using pillows or blankets to support your belly and back, and avoid eating or drinking anything close to bedtime ⏰.",0,4,0.0
38_visit_reminder_no_transport," I understand 😌 If you can, call the clinic and ask a health worker for advice. They may be able to help you 👩🏽‍⚕️ You can also travel to the clinic with other pregnant women. You will have company and transport may be cheaper 🚎",0,4,0.0
13_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,4,0.0
25_ask_update_baby_due_day,No Question,0,4,0.0
10_visit_reminder_no_companion, I understand 😌 You can also travel to the clinic with other pregnant women. You will have company and transport may be cheaper 🚎,0,3,0.0
32_india_anc_check,No Question,3,3,100.0
24_india_anc_check,No Question,3,3,100.0
24_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",3,3,100.0
24_pnc_signup,No Question,0,3,0.0
32_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,3,0.0
22_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,3,0.0
35_PNC_SIGNUP_EVENT,No Question,0,3,0.0
30_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,3,0.0
30_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,3,0.0
35_ask_baby_born_day,No Question,0,3,0.0
26_ask_baby_born_day,No Question,0,3,0.0
26_ask_baby_born_month,No Question,0,3,0.0
24_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,3,0.0
41_india_all_langs," आप क्या बदलना चाहेंगे?
What would you like to change?
আপুনি কি সলনি কৰিবলৈ বিচাৰে?
तुम्हाला काय बदलायला आवडेल?
ನೀವು ಏನನ್ನು ಬದಲಾಯಿಸಲು ಬಯಸುತ್ತೀರಿ?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{मराठीत चॅट करा}}
{{ಕನ್ನಡದಲ್ಲಿ ಚಾಟ್ ಮಾಡಿ}}
{{Exit}}
[[Select option]]",2,3,66.66666666666666
24_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,3,0.0
17_change_language,No Question,3,3,100.0
26_ask_update_baby_due_day,No Question,0,3,0.0
10_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,3,0.0
26_language_changed_end_conversation, Thank you for using the help menu.,0,3,0.0
14_end_convo,No Question,0,3,0.0
39_location_incorrect,No Question,0,3,0.0
21_text_1, Thank you for letting me know. ,0,3,0.0
35_explainer_1," Here are examples of items to pack in your bag:  

✔︎ Sanitary Napkins 
✔︎ Sleeping items 
✔︎ Washing items 
✔︎ Clean clothes for you 
✔︎ Clothes for your baby Ask your health worker 👩🏽‍⚕️ what other items you need to bring for a safe delivery.  Keep a bag 👜 at home with these items and bring it with you to the health facility 🏥 when you start labor.",0,3,0.0
13_pnc_signup,No Question,0,3,0.0
35_ask_baby_born_month,No Question,0,3,0.0
21_explainer_1," In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.
 If you have any concerns about IFA pills, or if your symptoms continue, let your ASHA or doctor know.

They will be able to provide you with accurate and appropriate information 📝.",0,3,0.0
41_uninitialized," Based on your baby's birth date, it looks like your baby is older than 3 months 👶🏽 I'm so glad you want to learn about ways to support your baby. However, my information is designed for parents with babies *less* than 3 months old. For now, I suggest connecting with your health worker 👩🏽‍⚕️ for information suitable for your baby's age.",0,3,0.0
41_uninitialized," So, how will you know when labor truly starts? ⏰ Tummy cramps (contractions) that last about 30 to 70 seconds and occur every 5 to 10 minutes
😣 Pain in your lower back
💦 Sudden rush of fluid coming from your private area
👶🏽 Baby pushes downward These are signs to rush to the health facility- your baby is on the way! Most women will not have their baby at 32 weeks, but it is possible to give birth early ⏰.",0,3,0.0
24_change_language,No Question,3,3,100.0
32_change_language,No Question,3,3,100.0
32_explainer_1," In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.
 If you have any concerns about IFA pills, or if your symptoms continue, let your ASHA or doctor know.

They will be able to provide you with accurate and appropriate information 📝.",0,3,0.0
20_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,3,0.0
17_india_anc_check,No Question,3,3,100.0
11_loadmoreReferrals,No Question,0,3,0.0
12_pnc_signup,No Question,0,3,0.0
30_explainer_1," In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.
 If you have any concerns about IFA pills, or if your symptoms continue, let your ASHA or doctor know.

They will be able to provide you with accurate and appropriate information 📝.",0,3,0.0
34_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,3,0.0
21_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,3,0.0
31_end_conversation,No Question,0,3,0.0
38_asm_menu, undefined,3,3,100.0
21_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",2,3,66.66666666666666
41_uninitialized," What would you like to chat with me about? Pick an option: 

Type 1 for Family Planning Methods 

Type 2 to share your concerns or questions",0,3,0.0
17_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",3,3,100.0
17_pnc_signup,No Question,0,3,0.0
23_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,3,0.0
39_india_anc_check,No Question,3,3,100.0
34_ask_baby_born_day,No Question,0,3,0.0
34_ask_baby_born_month,No Question,0,3,0.0
18_india_anc_check,No Question,3,3,100.0
21_explainer_1," These are signs of urinary infection, which is common during pregnancy 🤰🏽.  If you notice these signs, visit a health facility right away to get it treated 🏥.",0,3,0.0
21_explainer_1," Wearing loose clothing and washing your private area daily can help keep you healthy down there. However, if you feel itchy or smelly around your private area, let your health worker know.  I hope you have a great week. I will be back soon with more tips 😊",0,3,0.0
36_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,3,0.0
15_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",3,3,100.0
31_explainer_1," Foods rich in *calcium* and *iron* help your baby grow strong bones and keep you healthy during pregnancy. For example, dairy products 🥛, leafy green vegetables 🥦, masoor dal (lentils) 🍛, and fish 🐟.",0,3,0.0
31_explainer_2," Do you want to continue?
{{Yes}}",3,3,100.0
31_explainer_3," In general, fasting is not recommended during pregnancy 🤰🏽.",0,3,0.0
31_explainer_4," If you choose to fast, let your health worker know. They can give you advice on getting the nutrition you need 👩🏽‍⚕️.",0,3,0.0
29_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,3,0.0
20_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,3,0.0
18_change_language,No Question,3,3,100.0
30_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,3,0.0
38_explainer_2," Do you want to continue?
{{Yes}}",3,3,100.0
11_end_convo,No Question,0,3,0.0
16_hi_eng_menu," *What would you like to chat about?* 

*Contraceptive Methods* -  Learn about family planning methods to avoid or delay pregnancy
*Contraceptive advice*  -  Get 3 contraceptive recommendations
*STI* -  Sexually transmitted infections
*HIV/AIDS* -  Human immunodeficiency virus / Acquired immunodeficiency syndrome
*HPV* -  Human Papillomavirus _*✨New!✨*_
*TB* -  Tuberculosis
*Quiz* - Nivi's monthly quiz

{{Contraceptive Menu}}
{{Contraceptive advice}}
{{STI}}
{{HIV/AIDS}}
{{HPV}}
{{TB}}
{{Nivi Quiz}}
[[Select option]]",0,3,0.0
16_pnc_signup,No Question,0,3,0.0
41_location_incorrect,No Question,0,3,0.0
27_rmc_survey_unfriendly_q4e," OK, please tell me what happened 💬",1,3,33.33333333333333
23_end_convo,No Question,0,3,0.0
16_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,3,0.0
35_language_changed_end_conversation, Thank you for using the help menu.,0,3,0.0
29_ask_change_due_date,No Question,0,3,0.0
29_change_due_date,No Question,0,3,0.0
29_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,3,0.0
29_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,3,0.0
31_uninitialized," Eat fresh, balanced meals every day that have lots of fruits and vegetables 🥗.",0,3,0.0
31_verify_language,No Question,3,3,100.0
21_uninitialized, You may also experience changes in your private area. A white vaginal discharge is usually normal. ,0,3,0.0
36_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,3,0.0
uninitialized,No Question,1,3,33.33333333333333
40_uninitialized," So, how will you know when labor truly starts? ⏰ Tummy cramps (contractions) that last about 30 to 70 seconds and occur every 5 to 10 minutes
😣 Pain in your lower back
💦 Sudden rush of fluid coming from your private area
👶🏽 Baby pushes downward These are signs to rush to the health facility- your baby is on the way! Most women will not have their baby at 32 weeks, but it is possible to give birth early ⏰.",0,3,0.0
39_change_language,No Question,3,3,100.0
34_menu-option-5," What would you like to do next? 👇 

{{Contraceptive Menu}}
{{Get method Advice}}
{{ Nivi Main Menu}}",3,3,100.0
31_pnc_journey,No Question,0,3,0.0
34_explainer_1," In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.
 If you have any concerns about IFA pills, or if your symptoms continue, let your ASHA or doctor know.

They will be able to provide you with accurate and appropriate information 📝.",0,3,0.0
35_uninitialized," A health facility 🏥 is the *safest* place for birth.  Here's what you should do to prepare:

🚎 Find out the fastest way to get to the clinic, and plan your transport
💵 Save money for transportation and other costs
👜 Pack a bag with items you will bring when you deliver
👍🏽 Choose someone you trust to go with you",0,3,0.0
13_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,3,0.0
19_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,3,0.0
41_check_current_method," Are you taking postpartum contraception?

{{Yes}}
{{No}}",3,3,100.0
41_check_postpartum_fp_intent,No Question,0,3,0.0
41_danger_signs_counseling," Some symptoms are a sign to go to a health facility quickly. Did the health worker talk to you about these warning signs?

{{Yes}}
{{No}}",2,3,66.66666666666666
25_india_anc_check,No Question,3,3,100.0
25_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",3,3,100.0
25_ask_change_due_date,No Question,0,3,0.0
19_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,3,0.0
25_change_language,No Question,3,3,100.0
14_language_changed_end_conversation, Thank you for using the help menu.,0,3,0.0
32_uninitialized," Are you experiencing any of these symptoms?

⏰ Frequent and urgent need to pass urine (more than normal)
😣 Pain when passing urine
🔺 Urine that looks cloudy, bloody or is very smelly

{{Yes}}
{{No}}",3,3,100.0
12_change_language,No Question,2,2,100.0
18_explainer_1," These are signs of urinary infection, which is common during pregnancy 🤰🏽.  If you notice these signs, visit a health facility right away to get it treated 🏥.",0,2,0.0
32_explainer_1," Wearing loose clothing and washing your private area daily can help keep you healthy down there. However, if you feel itchy or smelly around your private area, let your health worker know.  I hope you have a great week. I will be back soon with more tips 😊",0,2,0.0
32_explainer_1," Shortness of breath is usually harmless. However, if it is accompanied by pain, consult your health worker.  Other signs to consult a health worker:

🤒 fever
🩸 bleeding
😣 tummy pain
🦶🏽sudden swelling of hands and feet",0,2,0.0
32_uninitialized," Your growing baby may put pressure on your lungs, making it a little harder to breathe. Deep breathing exercises 👃🏽, sleeping on the left side 💤, and wearing loose clothing 🥻can help.",0,2,0.0
17_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,2,0.0
25_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,2,0.0
25_change_due_date,No Question,0,2,0.0
25_ask_update_baby_due_month,No Question,0,2,0.0
19_uninitialized," As your belly grows, it may be harder to find a comfortable position to sleep in 💤. Try using pillows or blankets to support your belly and back, and avoid eating or drinking anything close to bedtime ⏰.",0,2,0.0
41_dynamic_referrals, Which health facility do you think you'll choose for care?,2,2,100.0
41_anc_week_37_visit_checkin,No Question,0,2,0.0
41_danger_signs_counseling_yes,No Question,0,2,0.0
41_current_method_no," Thanks for letting me know. It's recommended to wait at least 3 years before having another child. Birth spacing ensures your body has time to heal properly and that you can give enough attention to your baby.  I'd love to tell you more about safe options that can help you reach your family planning goal!
{{Learn more}}
{{No thanks}}",2,2,100.0
41_check_for_referrals,No Question,2,2,100.0
37_explainer_1," Here are examples of items to pack in your bag:  

✔︎ Sanitary Napkins 
✔︎ Sleeping items 
✔︎ Washing items 
✔︎ Clean clothes for you 
✔︎ Clothes for your baby Ask your health worker 👩🏽‍⚕️ what other items you need to bring for a safe delivery.  Keep a bag 👜 at home with these items and bring it with you to the health facility 🏥 when you start labor.",0,2,0.0
19_explainer_1," And if *leg cramps* wake you up at night, try stretching or massaging your legs 🦵🏽, and walking bare foot on a plain surface 🚶🏽‍♀️. 

",0,2,0.0
37_uninitialized," Your breast milk is the best nutrition for your baby! Feed your baby your precious breast milk as soon as they are born.  Do you plan to breastfeed your baby?

{{Yes}}
{{No}}",2,2,100.0
37_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,2,0.0
37_uninitialized," A health facility 🏥 is the *safest* place for birth.  Here's what you should do to prepare:

🚎 Find out the fastest way to get to the clinic, and plan your transport
💵 Save money for transportation and other costs
👜 Pack a bag with items you will bring when you deliver
👍🏽 Choose someone you trust to go with you",0,2,0.0
10_uninitialized," As your body works to support your growing baby, you may feel more tired than usual. Be sure to get enough rest 💤, eat a healthy diet 🍊🍇, and engage in light exercise🚶🏽‍♀️. If you can, ask your family to help you with household chores 🧹 when you are feeling tired.",0,2,0.0
40_location_app_end,No Question,0,2,0.0
40_intro,No Question,0,2,0.0
13_explainer_1," Wearing loose clothing and washing your private area daily can help keep you healthy down there. However, if you feel itchy or smelly around your private area, let your health worker know.  I hope you have a great week. I will be back soon with more tips 😊",0,2,0.0
13_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,2,0.0
41_visit_reminder_yes," That's good to hear. What day do you plan to go?
{{Sunday}}
{{Monday}}
{{Tuesday}}
{{Wednesday}}
{{Thursday}}
{{Friday}}
{{Saturday}} 
[[Select option]]",0,2,0.0
41_visit_reminder_no_other_end, Thank you for sharing that with me.,0,2,0.0
41_visit_reminder_no_exit, I hope you're feeling well and I'll be in touch soon 🤗,0,2,0.0
38_uninitialized," Your growing baby may put pressure on your lungs, making it a little harder to breathe. Deep breathing exercises 👃🏽, sleeping on the left side 💤, and wearing loose clothing 🥻can help.",0,2,0.0
38_uninitialized," So, how will you know when labor truly starts? ⏰ Tummy cramps (contractions) that last about 30 to 70 seconds and occur every 5 to 10 minutes
😣 Pain in your lower back
💦 Sudden rush of fluid coming from your private area
👶🏽 Baby pushes downward These are signs to rush to the health facility- your baby is on the way! Most women will not have their baby at 32 weeks, but it is possible to give birth early ⏰.",0,2,0.0
38_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,2,0.0
38_uninitialized," Eat fresh, balanced meals every day that have lots of fruits and vegetables 🥗.",0,2,0.0
38_uninitialized," Are you experiencing any of these symptoms?

⏰ Frequent and urgent need to pass urine (more than normal)
😣 Pain when passing urine
🔺 Urine that looks cloudy, bloody or is very smelly

{{Yes}}
{{No}}",2,2,100.0
17_uninitialized," You may also notice swelling in your feet, ankles, and hands.  Drinking plenty of clean water 💦, avoiding sitting or standing for a long time 🚶🏽‍♀️, wearing comfortable shoes 🥿, and resting with your feet up ⬆️ can help with swelling. However, if you experience *sudden* and *extreme* swelling with a *bad headache* or *blurred vision*, see your health worker right away. ",0,2,0.0
17_uninitialized," So, what would you like to know about Tuberculosis (TB)?

{{ What is TB? }}
{{Signs and symptom}}
{{ How TB spreads }}
{{Who is at risk}}
{{Prevent from TB}
{{ TB Treatment }}
{{ TB Testing }}
{{ TB and HIV }}
{{ TB and COVID-19 }}
{{ Main Menu }}
[[Select option]]",2,2,100.0
28_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,2,0.0
34_reuse_location_prompt,No Question,0,2,0.0
34_physicalResources,No Question,0,2,0.0
31_uninitialized," A health facility 🏥 is the *safest* place for birth.  Here's what you should do to prepare:

🚎 Find out the fastest way to get to the clinic, and plan your transport
💵 Save money for transportation and other costs
👜 Pack a bag with items you will bring when you deliver
👍🏽 Choose someone you trust to go with you",0,2,0.0
21_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,2,0.0
21_change_language,No Question,2,2,100.0
21_asm_menu, undefined,2,2,100.0
31_language_changed_end_conversation, Thank you for using the help menu.,0,2,0.0
31_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",2,2,100.0
28_pnc_signup,No Question,0,2,0.0
28_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",2,2,100.0
40_uninitialized, You may also experience changes in your private area. A white vaginal discharge is usually normal. ,0,2,0.0
20_menu-option-2," Choose an option:
{{Next question}}
{{Exit to Main Menu}}",2,2,100.0
18_uninitialized," Are you experiencing any of these symptoms?

⏰ Frequent and urgent need to pass urine (more than normal)
😣 Pain when passing urine
🔺 Urine that looks cloudy, bloody or is very smelly

{{Yes}}
{{No}}",2,2,100.0
18_text_1, Thank you for letting me know. ,0,2,0.0
end,No Question,0,2,0.0
35_uninitialized, You may also experience changes in your private area. A white vaginal discharge is usually normal. ,0,2,0.0
36_change_language,No Question,2,2,100.0
32_anc_visit_assessment_no_appt," Do you need the name of a clinic to go to?

{{Yes}}
{{No, I have one}}",2,2,100.0
31_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,2,0.0
